id,sample_date,P-PO4,N-NH4,N-NO3,N-NO2,S-SO4,Cl,pH,EC,cm,TOC,IC,TC,TN,מהירות זרימה,עכירות,TON,Al,B,Ca,Co,Cu,Fe,K,Mg,Mn,Mo,Na,Zn,Notes
13,2021-06-28,1.12743,12.891977777777775,16.462055,1.450655,65.49643333333333,943.0876,7.87,3839.0,30,10.67,77.21,87.88,19.64,5.5,4.0,0.0,0.01868,0.40381,177.2,0.00188,0.0,0.02574,20.654,98.265,0.30995,0.00192,411.84,0.00311,מים צהבהבים-חומים.
101,2021-06-28,0.03715297,0.020442434444444445,82.82107051,0.06735949,65.65723333333334,433.5612,7.65,2484.0,6,6.554,55.19,61.74,58.34,4,2.5,0.0,0.0,0.18374,247.36,0.0,0.0,0.02368,3.1841,55.741,0.01108,0.00171,174.07,0.00561,"מים לבנבנים, זרימה יפה"
102,2021-06-28,0.15690469999999998,0,80.6550252,0.1289348,44.08793333333333,318.2051,7.93,2108.0,4,0.0,74.72,74.72,54.94,4,0.0,0.0,0.0,0.16557,232.85,0.0,0.0,0.01627,3.2023,38.041,0.0023,0.0,140.65,0.00344,"מים צלולים, זרימה יפה"
103,2021-06-28,0.0989068,0,92.57459964,0.07105035999999999,50.50496666666667,328.559,7.67,2301.0,"1 בפתח
7 בנקודם דיגום",1.643,80.48,82.12,67.48,1.5,0.0,0.0,0.0,0.11964,269.27,0.0,0.0,0.01504,2.449,41.819,0.00464,0.0,128.2,0.00411,
201,2021-06-28,0.0709791,0,54.13003735,0.00929265,53.438633333333335,529.0863,7.73,2614.0,"נ. דגימה 10
אחרי מפתן 20
לפני מפתן 15",0.0,71.15,71.15,36.21,1,0.0,0.0,0.0,0.21219,243.11,0.0,0.0,0.00978,3.5245,53.414,0.00217,0.0,200.05,0.00186,"מים במפתן עומדים,בועות על המים. גמבוזיות (?). אחרי מפתן תעלת לול, מים עומדים"
1,2021-07-28,0.00505613,0.0031881966666666662,76.65555880000001,0.0473112,55.78606666666667,373.3262,7.79,2272.0,8,3.926,62.56,66.49,55.93,0.5,2.0,0.0,0.02184,0.17458,244.88,0.0,0.0,0.02738,2.8092,45.081,0.01327,0.0,153.09,0.00231,סבך צמחיה על מגלש ואחריו בתוך תעלת ההטייה ובכיוון הנחל.
2,2021-07-28,0.023505810000000002,0.04503689555555556,73.5132854,0.1293046,56.830000000000005,389.9456,7.89,2335.0,10,4.197,69.88,74.08,53.77,0,0.5,0.0,0.0,0.16573,250.21,0.0,0.0,0.02151,2.5206,48.043,0.01306,0.0,158.28,0.0,"מים ללא תנועה, צמחייה לפני ואחרי נקודת דיגום, סימני פעילות בקר, מעט אצת עדשה"
3,2021-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אין זרימה - יבש.
4,2021-07-28,3.26255,0.5520122222222221,24.267867,1.660933,50.714866666666666,467.5452,7.45,2339.0,27,13.12,83.34,96.46,18.99,0,0.0,0.0,0.0,0.24284,153.36,0.00323,0.01987,0.1333,39.915,68.002,0.457,0.01078,209.52,0.03563,"גוון צהבהב למים, מים עומדים מכוסים צמחייה, מעט אצת עדשה, ממקום מים לא ברור"
5,2021-07-28,0.07122150000000001,0.11522746666666667,5.6079021,0.1279079,53.11513333333334,892.323,7.88,3398.0,"בריכה 50
אחרי 10
לפני 7",8.432,70.34,78.77,4.685,"בריכה 0
אחרי 3
לפני 1",0.0,0.0,0.0,0.26034,256.25,0.0,0.0,0.02025,28.863,95.527,0.04209,0.00816,276.71,0.00279,קנה מתחיל לצמוח מחדש ולהתבסס
6,2021-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מרותך
7,2021-07-28,0.11903860000000001,0.08305033333333334,40.5990928,0.1813572,64.15086666666666,713.8225,8.06,3141.0,7,4.866,78.13,83.0,28.01,4.5,0.0,0.0,0.01776,0.27832,237.14,0.0,0.0,0.12088,9.3772,90.838,0.01122,0.00626,253.22,0.01024,"משטח בטון מכוסה אדמה ומעט צמחייה, קנה מתחיל להתפתח אחרי"
8,2021-07-28,0.02895472,0.07623154777777777,28.62136703,0.07563297,70.20139999999999,1011.031,8.16,3883.0,5,7.025,67.11,74.14,19.78,4.5,1.5,0.0,0.02094,0.47308,225.58,0.0,0.0,0.14578,6.7306,110.73,0.03806,0.00503,367.39,0.01317,"זרימה צלולה נמוכה, צמחייה התפתחה על משטחי אדמה בצדי האפיק"
9,2021-07-28,0.618601,0.05183826666666666,3.2858864100000003,0.07590259,46.19676666666667,532.7131,7.98,2140.0,17,12.43,42.6,55.03,3.14,5.5,1.5,0.0,0.04475,0.24411,120.15,0.00131,0.0,0.04818,18.643,56.367,0.10564,0.00538,207.42,0.00554,"זרימה מעט גבוהה וחזרה, קרקעית בוצית"
10,2021-07-28,0.41892,0.08599943333333333,10.59888746,0.07945254,55.31183333333333,664.5906,8.12,2646.0,10,11.59,50.1,61.69,7.95,3,2.5,0.0,0.1549,0.30023,155.12,0.00134,0.0,0.13517,15.728,73.327,0.10918,0.00512,257.16,0.00343,"סכר פתוח, זרימה של מים נמוכים יחסית, תעלת מאגר יבשה"
11,2021-07-28,0.4329254,0.06293843888888889,8.88510056,0.06344944,55.27916666666667,679.3314,7.93,2743.0,10,13.14,54.63,67.77,7.253,7,2.5,0.0,0.0,0.3218,154.1,0.0,0.0,0.03602,14.554,74.034,0.02792,0.00493,265.68,0.00276,זרימה חזקה בסבך של קנה
12,2021-07-28,0.5750034,0.4514454,10.785668999999999,1.151701,61.131933333333336,1054.227,8.09,3966.0,45,10.41,67.89,78.3,9.146,2,2.0,0.0,0.0,0.43974,187.46,0.00174,0.0,0.02866,14.205,106.48,0.32711,0.0043,424.53,0.00261,מים חומים-צבוהים זרימה איטית
13,2021-07-28,0.5077425999999999,0.06713241111111111,9.9802443,0.5477657,66.21976666666667,968.5895,8.19,3541.0,17,13.13,59.77,72.9,8.196,5,2.5,0.0,0.0,0.41461,180.62,0.00136,0.0,0.0265,14.696,96.416,0.17091,0.00377,377.49,0.00229,"מים חומים, זרימה חלשה לפני גשר וחזקה אחרי"
101,2021-07-28,0.004130849999999999,0.08298134444444444,78.66010947,0.06397053,65.80776666666667,428.3514,7.64,2449.0,5,6.784,52.18,58.96,57.34,3,1.0,0.0,0.0,0.17863,238.97,0.0,0.0,0.0398,2.5169,54.118,0.01294,0.0,176.66,0.00387,"דשא כמעט בכל ערוץ הצד, צלול עם מעט מרחפה"
102,2021-07-28,0.04576344,0.07775548666666666,71.30089729999999,0.0931127,44.7317,316.782,7.79,2101.0,3,3.87,68.05,71.92,53.29,2.5,0.0,0.0,0.0,0.16818,237.99,0.0,0.0,0.08344,2.2564,37.701,0.0152,0.0,138.57,0.00647,"זרימה שטוחה, צמחיית דשא נחלים לפני גשר"
103,2021-07-28,0.00649683,0.04452857888888889,90.8034214,0.09635859999999999,53.32103333333333,338.8182,7.71,2330.0,"1 בפתח
5 בנ. דיגום",5.754,73.74,79.49,66.09,1,0.0,0.0,0.0,0.12576,286.39,0.0,0.0,0.03259,2.1416,44.154,0.01172,0.0,131.35,0.00175,צמחייה ענפה וסבוכה
201,2021-07-28,0.01023845,0.04181543333333334,47.258590350000006,0.030009650000000002,52.82646666666667,516.613,7.88,2573.0,"נ. דגימה 7
אחרי מפתן 10
לפני מפתן 14",4.228,73.97,78.2,33.38,0.5,1.0,0.0,0.0,0.2236,237.2,0.0,0.0,0.01702,3.2725,54.272,0.00828,0.01164,203.03,0.0,"מים יוצאים מהאדמה מעט אחרי קנה (זרימות תת-קרקעיות), זרימה איטית, בועות ומים עומדים לפני מפתן"
1,2021-08-25,0.0152361,0.03907232,81.03688340000001,0.2409666,58.24263333333334,399.437,7.45,2319.0,9,7.166,65.85,73.02,47.0,1.0,1.0,0.0,0.0,0.16559,244.3,0.0,0.0,0.00546,3.9816,48.872,0.06735,0.00176,154.51,0.0,מים זורמים לאט בסבך של דשא. משטח בטו מכוסה אדמה ודשא. זרימה מועטה למעבר למפתן.
2,2021-08-25,0.0039720499999999995,0,65.7595445,0.1519355,61.158233333333335,462.001,7.34,2503.0,10,8.743,65.79,74.53,39.77,0.5,1.0,0.0,0.0,0.16327,265.78,0.0,0.0,0.00505,3.8686,57.698,0.11197,0.0,163.5,0.0,בועות על המים. אצת עדשה לפני מעבר. דשא נחלים אחרי. מים עומדים. קרקע בוצית בגבהים משתנים.
3,2021-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יבש
4,2021-08-25,1.808448,0.052308744444444444,4.352028899999999,0.2632371,24.012373333333333,304.595,7.01,1509.0,29,11.89,69.75,81.64,2.922,0.0,0.0,0.0,0.0,0.13313,88.579,0.00189,0.00496,0.0408,21.973,44.725,0.17447,0.00223,135.8,0.02736,מים עומדים בסבך צמחיה ואצת עדשה. מים צלולים אך עם גוון צהבהב קל
5,2021-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יבש. סבך קנה מפותח באפיק.
6,2021-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אין גישה
7,2021-08-25,0.03722503,0.05078102555555555,47.54328926,0.06135074,56.2849,725.043,7.64,3098.0,5,1.573,83.41,84.98,28.08,5.0,0.0,0.0,0.0,0.25722,240.63,0.0,0.0,0.0049,5.5985,90.388,0.02618,0.00183,246.07,0.00183,"אפיק צר שנוצר על מ שטח בטון, עם זרימה מהירה. מעט אצת אדשה. סבך קנה מפותח לפני ואחרי."
8,2021-08-25,0.01158793,0.04344609888888889,36.19532486000001,0.05092514,65.47236666666667,957.0981,7.67,3738.0,3,8.766,69.71,78.48,19.28,4.0,0.0,0.0,0.0,0.42715,231.19,0.0,0.0,0.00512,4.6334,108.78,0.10167,0.00204,355.89,0.00192,מים צלולים בזרימה מהירה באפיק צר. בצדדים התפתחות גדה ומעל קנה.
9,2021-08-25,1.968319,0.10812635555555555,34.6622474,0.2974826,65.5109,863.9786,7.45,3403.0,9,5.462,81.3,86.76,19.44,2.5,4.5,0.0,0.02098,0.36082,204.45,0.00309,0.00299,0.02203,17.532,97.872,0.28316,0.00299,326.78,0.01523,זרימה נמוכה ועכורה מאד באפיק בוצי יחסית.
10,2021-08-25,0.1783617,0.05051043666666667,34.588453619999996,0.09458638000000001,47.6581,990.3411,7.73,3672.0,8,5.181,73.02,78.2,19.34,2.0,1.0,0.0,0.0,0.41585,232.81,0.0,0.0,0.00498,6.6387,108.78,0.10199,0.003,346.62,0.00325,"זרימה רדודה יחסית, צלולה ואיטית. סכר פתוח. צמחיה באפיק מאגר. דגים במים אחרי סכר."
11,2021-08-25,0.5360548,0.07758759555555556,33.3376306,0.0611794,55.45656666666667,1019.258,7.74,3868.0,10,4.365,81.77,86.14,18.16,5.5,4.0,0.0,0.0,0.45651,234.37,0.0,0.0,0.00656,7.9652,115.48,0.04848,0.00276,374.07,0.00266,זרימה מהירה אך עכורה בתוך סבך של קנה.
12,2021-08-25,1.012257,3.636634555555555,11.953459,1.3467909999999998,54.445033333333335,996.9528,7.52,3656.0,50,8.619,65.65,74.27,11.09,2.0,4.5,0.0,0.0,0.39044,168.17,0.00172,0.0,0.00679,15.905,99.079,0.25208,0.00252,405.67,0.00166,מים צהובים-חומים. זרימה איטית.
13,2021-08-25,0.8849108,1.877047666666667,15.59592,1.42485,57.20826666666667,1010.751,7.53,3736.0,21,9.296,64.48,73.78,11.5,5.0,4.0,0.0,0.0,0.42129,170.91,0.00159,0.0,0.00562,14.242,104.88,0.21215,0.00236,401.6,0.0,זרימה איטית לפני חםני גשר ומהירה אחרי. מים צהובים-חומים.
101,2021-08-25,0.004177940000000001,0.1879108,80.50046979999999,0.15934020000000002,64.20813333333334,439.2959,7.72,2411.0,10,9.479,62.95,72.43,46.94,2.5,4.0,0.0,0.0,0.17187,243.61,0.00108,0.0,0.00598,4.5671,54.578,0.10525,0.00339,167.25,0.00285,
102,2021-08-25,0.00471936,0,88.19501806,0.03809194,60.977533333333334,336.3423,7.08,2170.0,3,4.937,71.71,76.65,50.69,2.0,0.0,0.0,0.0,0.14334,252.01,0.0,0.0,0.00496,1.615,38.79,0.0013,0.00215,127.43,0.0,
103,2021-08-25,0.0047024400000000004,0,88.25570990000001,0.1234301,63.786633333333334,374.4348,7.52,2360.0,1,6.419,70.11,76.53,52.19,1.0,1.0,0.0,0.0,0.12895,269.25,0.0,0.0,0.0045,2.6426,47.117,0.03168,0.0018,135.21,0.0,צמחייה גוזמה. מים צלולים. עכירות בגלל קושי לדגום (מים נמוכים)
201,2021-08-25,0.004323680000000001,0,47.15419362,0.023606380000000003,59.48453333333333,538.8557,7.5,2540.0,"20 נ. דיגום
16 לפני מפתן
20 אחרי מפתן",4.64,67.62,72.26,29.42,1.0,1.0,0.0,,,,,,,,,,,,,"בועות במים לפני מפתן, סכר עצים גזוזים בערוץ. פעילות פרות במים (קרקעית לא אחידה)"
1,2021-09-29,0,0.16467741111111112,69.61277792,0.07605208000000001,58.260266666666666,387.3163,7.58,2326.0,2,,,,,3.5,0.0,,0.0,0.16013,228.7,0.0,0.0,0.0,2.0436,49.512,0.00375,0.00189,148.54,0.0,"צמחייה באפיק הראשי הוסחה.דשא נחלים באפיק הנחל. זרימה חלשה בל מעביר המים, אין זרימה מעליו."
2,2021-09-29,0,0.1811708111111111,66.0465263,0.1684237,59.64633333333333,450.9296,7.46,2641.0,6,,,,,0.0,3.0,,0.0,0.14522,264.05,0.0,0.0,0.00308,2.1581,59.887,0.0393,0.00186,159.06,0.0,"מין עומדים, עכורים עם קצף ואצות"
3,2021-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יסש. רטיבות באפיק המגיע ממערב.
4,2021-09-29,2.71445,0.23541606666666665,0.79636577,0.08675613,14.463996666666667,252.6888,7.45,1318.0,30,,,,,0.0,1.0,,0.0,0.09642,77.248,0.00246,0.00527,0.06524,19.954,50.063,0.06895,0.00263,117.47,0.0684,מים עומדים בתוך סבך צמחייה ואצות. גוון שחור-צהבהבה
5,2021-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יבש
6,2021-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מולחם
7,2021-09-29,0.01615364,0.1438392666666667,45.106442200000004,0.06353779999999999,65.817,694.7748,7.85,3255.0,3,,,,,5.5,3.0,,0.0,0.26768,241.01,0.0,0.0,0.00729,6.0043,89.843,0.00307,0.0021,248.39,0.00223,זרימה חזקה ונמוכה באפיק מלא קנה. מים לבנבנים
8,2021-09-29,0.04969657,0.15949445555555555,28.43996974,0.02588026,43.28713333333334,611.3934,8.12,2758.0,5,,,,,5.0,0.0,,0.0,0.28649,199.14,0.0,0.0,0.00317,4.3183,73.637,0.00089,0.00212,219.47,0.0,זרימה מהירה וצלולה. סבך של קנה לפני גשר ואחרי זרימה באפיק מלא צמחחיה.
9,2021-09-29,2.37836,0.1777909,32.7753594,0.1672206,51.190266666666666,854.1009,7.8,3575.0,10,,,,,3.5,1.5,,0.0,0.35166,205.45,0.0031,0.00508,0.01262,19.702,98.923,0.11078,0.00473,325.53,0.01646,זרימה רדודה במרכז אפיק בוצי. מים צהבהבים
10,2021-09-29,0.2171126,0.06630121555555556,28.41655503,0.04120497,45.236133333333335,641.4546,8.12,2836.0,11,,,,,3.0,1.0,,0.0,0.30021,200.66,0.0,0.0,0.00494,5.6104,78.842,0.01126,0.0033,230.72,0.0026,סכר פתוח. זרימה האפיק פתוח עם צמחיית גדות. קנה סבוך אחרי סכר.
11,2021-09-29,0.3071328,0.04751548666666667,28.052506859999998,0.03471314,45.836000000000006,651.9013,8.12,2892.0,10,,,,,6.5,4.0,,0.0,0.30598,209.23,0.0,0.0,0.00543,5.7898,79.078,0.00512,0.0024,240.47,0.00325,מים לבנבנים. זרימה חזקה בתוך סבך של קנים.
12,2021-09-29,1.69151,3.0864011111111114,7.128098,1.837952,44.98736666666667,611.9197,7.65,2626.0,50,,,,,4.0,4.0,,0.01698,0.3153,113.12,0.00131,0.0,0.01411,28.261,60.148,0.12415,0.00223,296.95,0.00255,מים חומים-צהבהבים ועכורים.
13,2021-09-29,1.47742,2.327461111111111,10.154208,1.677462,64.2638,421.3062,7.75,2654.0,35,,,,,3.0,4.0,,0.02262,0.31133,124.3,0.00131,0.0,0.01255,25.361,62.51,0.11169,0.00217,294.51,0.00278,מים חומים-צהבהבים ועכורים.
101,2021-09-29,0,0.24552266666666667,67.4412401,0.041599899999999995,45.3042,617.4052,7.5,2396.0,7,,,,,4.0,0.0,,0.0,0.16935,237.78,0.0,0.0,0.0,1.9283,54.762,0.00536,0.00169,169.23,0.0,"קצת דשא נחלים באפיק,האפיק נראה מעט רחוב יותר וזרימה חזקה."
102,2021-09-29,0,0.18299843333333332,71.21309600000001,0.004144,48.32416666666666,333.5497,7.43,2187.0,2,,,,,1.0,0.0,,0.0,0.13851,247.77,0.0,0.0,0.00216,1.5874,45.462,0.00028,0.0,130.85,0.0018,זרימה מעט חלשה מהרגיל.
103,2021-09-29,0,0.1977794777777778,76.4586956,0.1725344,51.66753333333333,342.3043,7.35,2249.0,5,,,,,2.0,0.0,,0.0,0.13422,242.71,0.0,0.0,0.00246,2.1469,44.267,0.00823,0.0023,127.5,0.0,"צמחייה כוסחה, נביעה חשופה."
201,2021-09-29,0,0.15106925555555556,49.90804000999999,0.02353999,53.855266666666665,510.9846,7.77,2562.0,"5 נ. דיגום
10 לפני מתפן
18 אחרי מפתן",,,,,1.0,0.0,,0.0,0.21423,228.92,0.0,0.0,0.00348,2.5128,53.063,0.00178,0.0,197.75,0.0,אין כמעט זרימה. מים עכורים עומדים עם קצף לפני מפתן. אחרי מפתן - צמחייה סבוכה במים.
1,2021-12-26,0.0455502,0.05420723,77.5989285,0.058111499999999996,57.63576666666666,388.2753,8.01,2367.0,1,,,,,2,4.0,,0.0,0.13664,244.35,0.0,0.0,0.00216,2.3981,50.363,0.00187,0.0,148.07,0.0,"זרימה איטית ועכורה. רוב המים זורמים לכיוון המאגר,"
2,2021-12-26,0.02404773,0.06356170333333333,78.2902536,0.1198464,64.61826666666667,504.381,7.93,2809.0,9,,,,,0.5,0.0,,0.0,0.12632,292.75,0.0,0.0,0.00387,2.6523,68.79,0.02066,0.0,174.03,0.00193,אין כמעט זרימה. דשא נחלים לפני ואחרי
3,2021-12-26,0.2704695,0.26382657777777774,7.57839214,0.07544786,70.07633333333334,934.2137,8.16,3863.0,1,,,,,1.5,0.0,,0.0,0.21735,311.5,0.0,0.00348,0.00725,12.492,87.103,0.00602,0.0,324.26,0.00284,"זרימה צלולה, משטח בטון מלא אדמה וגרופת.זרימה חזקה מהמוביל המזרחי, חלשה במערבי."
4,2021-12-26,8.52477,0.6831968111111111,108.8994228,0.6943772,15.210786666666666,320.5838,7.53,1938.0,5,,,,,1,1.0,,0.04974,0.11922,108.45,0.00127,0.04852,0.5251,49.919,58.298,0.04782,0.00403,149.75,0.25712,מים אדומים וצלולים. זרימה איטית מאד
5,2021-12-26,0.4167866,0.1676962777777778,25.7947862,0.1538938,59.02556666666666,900.0128,7.93,3588.0,50 בריכה,,,,,"0 בריכה
3.5 לפני
2 אחרי",0.0,,0.0,0.18735,288.97,0.0,0.0,0.01141,32.337,93.778,0.02111,0.00258,246.0,0.00525,בריכה....
6,2021-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מולחם
7,2021-12-26,0.4804035,0.22301704444444445,36.7995579,0.41226209999999996,60.95046666666667,733.5611,7.92,3226.0,2,,,,,5,4.0,,0.0,0.22888,252.02,0.0,0.0,0.00843,15.641,89.324,0.0867,0.0,248.37,0.00209,ערוץ מכוסח
8,2021-12-26,0.4011057,0.7091703888888888,28.5944454,0.1834246,50.963366666666666,1008.948,7.94,4051.0,5,,,,,1,0.0,,0.0,0.38612,244.23,0.0,0.00579,0.01215,7.4344,111.27,0.03961,0.0,368.14,0.0045,זרימה במרכזי האפיק.
9,2021-12-26,1.26689,0.6690076555555555,32.2399425,0.5665075,64.97976666666666,980.2703,7.74,4038.0,20,,,,,0.5,0.0,,0.0,0.33975,237.59,0.00126,0.0,0.02011,16.334,110.05,0.22383,0.00169,360.13,0.00523,זרימה איטית במרכז אפיק בוצי
10,2021-12-26,0.7898083,2.813478888888889,27.9216102,0.4676298,66.54393333333333,988.9499,7.55,4110.0,"2 אחרי
76 לפני",,,,,2,1.0,,0.03166,0.38027,250.34,0.0,0.00355,0.08351,16.798,112.77,0.18376,0.0,367.03,0.01172,סכר סגור. מים מחות לסכר.
11,2021-12-26,1.70379,7.319557777777778,3.4529707,0.3588703,65.45190000000001,984.2357,7.69,4418.0,20,,,,,1,4.5,,0.03058,0.62227,202.49,0.00748,0.00615,0.15482,51.284,108.43,4.0853,0.004,465.02,0.01085,"מים עכורים, חומים-צהובים שחורים. זרימה איטית לנחל."
12,2021-12-26,2.75084,16.904649999999997,5.997193,1.242837,56.3587,757.3478,7.67,3145.0,30,,,,,3.5,4.0,,0.13615,0.23037,153.2,0.0017,0.0,0.16294,27.421,70.159,0.26627,0.00261,331.9,0.00701,נמדד מצד האפיק
13,2021-12-26,2.71038,16.418725555555554,5.824983,1.279307,58.909699999999994,768.1195,7.68,3220.0,50,,,,,5,3.5,,0.07446,0.23739,156.83,0.00174,0.0,0.07523,26.93,72.924,0.29256,0.00248,337.76,0.00449,מים יחסית גבוהים
101,2021-12-26,0.021114809999999998,0.1365300222222222,86.40670385,0.062186149999999996,62.698,401.818,7.68,2358.0,8,,,,,2,3.5,,0.0,0.15911,230.95,0.0,0.0,0.00737,2.1112,53.585,0.00513,0.0,154.8,0.0,מים לבנבנים ועכורים
102,2021-12-26,0.0861379,0.07279513888888889,77.9984837,0.008046300000000001,54.17603333333333,393.1638,7.57,2354.0,1,,,,,1,0.0,,0.0,0.11781,264.01,0.0,0.0,0.00614,3.1274,47.051,0.00097,0.0,143.91,0.00357,זרימה חלשה מהרגיל
103,2021-12-26,0.01298733,0.07526666,86.9879288,0.0678112,53.72566666666666,391.5341,7.68,2358.0,2,,,,,1,0.0,,0.0,0.16493,262.0,0.0,0.0,0.00565,2.1,45.718,0.00374,0.0,137.95,0.00749,זרימה חלשה בנביעה
201,2021-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,לא נדגם (גשם)\
301,2021-12-26,3.99906,36.34067111111111,0.97159636,0.031423639999999996,34.6106,330.9108,7.39,1804.0,1,,,,,3,3.0,,0.02782,0.18895,75.113,0.00352,0.00615,0.484,28.245,34.545,0.5733,0.0,194.59,0.05583,מים עכורים בגוון צהבהב זורמים המוביל מכיוון מזרח. ריח של ביוב.
